,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167
0,1.0000002,0.07239032,0.17395723,0.13367955,0.1636904,0.15174997,0.118665114,0.09690033,0.15997192,0.07271364,0.27994186,0.19936946,0.10265722,0.13503675,0.24760483,0.21909277,0.279601,0.2863187,0.26206756,0.2656626,0.3334851,0.28663868,0.21195564,0.10377841,0.17158678,0.16585292,0.3505163,0.22892019,0.040857274,0.19833487,-0.022448905,0.088916644,-0.00034498982,0.15609273,0.13662921,0.15083854,0.031337675,0.16818878,0.14180951,0.2236664,0.020033615,0.087297134,0.13616833,0.013714576,0.071031936,0.028439675,0.11657278,0.19495854,0.13240217,0.11077578,0.17088783,0.20386311,0.1173204,0.13602032,0.14406924,0.06498252,0.22330609,0.06526444,0.013673108,0.050747976,0.090866536,0.23118246,0.185229,0.0946782,0.04985884,0.08767739,0.11576791,0.07087331,0.14442883,0.06399982,0.23584554,0.09987327,0.11754932,-0.0051953904,0.06278898,0.021759395,0.23893759,0.28533348,0.08910489,0.21221569,0.12599218,0.1552879,0.037957408,0.16550072,0.21947154,0.24452212,0.18950795,0.13049445,0.22250858,0.2561878,0.11458333,0.17905784,0.16769338,0.14104351,0.16963425,0.24065346,0.17025495,0.1226053,0.14133027,0.18187827,0.027770158,0.09853345,0.15607697,0.19571835,0.2808927,0.14692096,0.2425853,0.34291333,0.24469586,0.17786802,0.15548295,0.28296834,0.13961524,0.21844131,0.10472886,0.25110215,0.31465966,0.24825634,0.19167146,-0.06426191,0.0032797721,0.16537769,0.1520024,0.101778686,0.18373212,0.26047045,0.12928641,0.28373542,0.07017673,0.1638326,0.20263039,0.2647112,0.2971744,0.25952226,0.2254445,0.22251289,0.1804029,0.27856046,0.16319071,0.079766296,0.12053932,0.20239355,0.2743689,0.08622414,0.2299268,0.0340707,0.22908705,0.37053853,0.034930807,0.12621294,0.24649715,0.16307329,0.33569524,0.32976705,0.24182484,0.35255313,0.30541134,0.24627934,0.11778326,0.071394876,0.12605819,0.26064777,0.072084434,0.12036146,0.029627569,0.062485054,0.1965386,0.24010377
1,0.07239032,1.0,0.50550514,0.5809941,0.2006549,0.26720467,0.21550119,0.17699838,0.17033267,0.21218163,-0.015785405,0.27729654,0.047466367,0.2815432,0.17891568,0.06722164,0.016789658,0.13988705,0.2576109,0.22296004,0.086429924,0.22758052,0.1071802,0.0675605,0.12530664,0.009397281,0.048532344,0.041701116,-0.004270127,0.14361006,-0.017356504,0.12583043,0.002402056,-0.013878618,-0.00015719887,-0.027277801,0.13990036,0.06593084,-0.037102178,0.011417573,0.102056324,0.027542267,0.05945878,0.1293772,0.09358874,0.1372734,-0.013492328,0.17306733,-0.006121952,0.022193542,0.04862737,-0.0069664195,-0.0009152189,-0.006372508,0.020060645,-0.074753806,0.027175428,-0.032432757,0.11677472,-0.018525781,-0.11467299,0.07701116,0.030736234,-0.036325857,-0.10575153,0.029582683,0.03375197,-0.041290086,-0.05289881,0.020026632,0.04743242,0.10902634,0.053183638,0.043680005,-0.024546966,-0.0043218806,0.063480854,-0.03236048,0.06798873,0.1501438,-0.02404593,0.052129637,0.07548471,-0.05560035,0.051201113,-0.01132438,0.001283545,-0.083663575,-0.00123516,0.03772433,0.025272042,0.026841523,0.030304793,-0.034632966,-0.15733689,0.14832821,-0.054011688,0.11910866,-0.06498268,0.008161504,0.11778934,0.061959464,0.03209396,0.012612715,0.14113119,0.21731454,0.028877547,-0.007772092,0.17575425,0.06007631,0.19100803,0.17115882,0.12614086,0.039288554,0.029607799,-0.0072788913,-0.0012570899,-0.0042127976,0.048394717,0.061404098,0.031223228,0.1630926,0.086362526,0.0060977517,0.121305384,0.14083883,-0.061253905,-0.03195629,0.05953455,-0.026327461,0.032250006,0.11790343,0.00011647679,-0.006850063,0.08889917,0.099797964,0.18588409,0.056168478,0.08908298,0.14789702,0.30079132,0.16670069,0.19892618,0.07873891,0.16517255,0.036657706,0.111556664,0.14541577,0.27289546,0.15986215,0.048733488,0.09060784,0.18708324,0.20294288,0.040218562,0.15572484,0.25201303,0.3134217,0.1749484,0.0104156025,0.10387047,0.066717595,0.04964526,0.088224255,0.20148143,0.1627972,0.24479778,0.20514539
2,0.17395723,0.50550514,0.9999999,0.30229604,0.14124551,0.31158954,0.3674292,0.19375505,0.34380013,0.16385156,0.08744118,0.3266311,0.00969621,0.2231725,0.15752926,0.27749825,0.17629348,0.27166933,0.37458494,0.31560394,0.1289432,0.30825424,0.21653399,0.2008387,0.20216468,0.13937035,0.16903156,-0.0027564894,-0.028434094,0.07693614,0.038407195,0.21801737,0.023996435,0.08901384,-0.06448394,0.1092042,0.26948655,0.007706657,-0.06949564,0.14121257,0.116575494,0.07358576,0.08211111,0.2078499,0.15303043,0.037942536,0.1814879,0.07696135,-0.05761772,0.06704877,0.076405436,0.027270991,-0.059336156,0.0301084,0.008340019,-0.0780791,-0.071240515,-0.07238254,0.0436869,-0.088221826,-0.023597348,0.14218277,0.008131218,-0.0147626195,-0.118651405,-0.07698466,-0.05583784,-0.018350989,-0.057040237,0.08283782,0.07524784,0.07449999,0.12661327,0.046386357,-0.037879217,-0.06723106,0.069808275,0.03116825,0.020068092,0.24167457,0.12024372,0.08701961,-0.012246493,-0.015038672,0.03743089,0.026873106,0.057240993,0.10303746,0.12680721,0.08696583,0.19721979,-0.02661077,0.04601538,-0.052695177,-0.049645934,0.1738345,0.072407395,0.17779899,0.09430076,0.06346541,-0.01165347,0.0440835,0.042508055,-0.0042438805,0.08341996,0.14169298,0.1434927,0.018701188,0.23159671,0.07153898,0.16507675,0.115068465,0.14678833,0.06884417,0.12897967,0.098090835,-0.02045308,0.22867705,0.15341476,-0.0058091087,-0.015155723,0.08393064,0.0929119,0.02610425,0.00666622,-0.0015249029,-0.10793261,0.16251993,0.24672247,0.047784712,0.08242526,0.12385483,0.007807281,-0.005449686,0.11307067,0.16528316,0.26737005,0.32492715,0.23263448,0.15985663,0.30684718,0.13458723,0.28736472,0.10185285,0.19716434,0.07625253,0.3269118,0.17570943,0.24238025,0.2670715,0.04238425,0.28262135,0.13365814,0.1778098,0.21852171,0.23214357,0.26061726,0.24642664,0.2866932,0.052322336,0.2080511,0.30702427,0.17887157,0.16582626,0.312261,0.17394328,0.32779145,0.33045083
3,0.13367955,0.5809941,0.30229604,1.0000002,0.18643261,0.21651,0.14641131,0.09476558,0.071039036,0.089329846,-0.008251367,0.22996108,0.15242071,0.17889747,0.18307114,0.14695159,0.023470625,0.03541715,0.116354205,0.17052564,0.13393211,0.12034112,0.06263105,-0.0122069195,-0.06739738,-0.019712549,0.055865563,0.14717087,0.033836804,0.31130353,-7.444376e-05,0.044715595,-0.07440036,-0.06574494,0.23106217,0.033779595,0.19931957,0.25669295,0.07034874,0.06503922,0.015747089,-0.0057521677,0.031903714,0.06484781,0.25860035,0.073241934,0.06411484,0.3662835,0.17713371,-0.072076514,0.1806936,0.11704983,0.062778875,0.0048250407,0.012076315,-0.03317777,0.28036883,-0.055032652,0.08406587,0.0921379,-0.08526878,0.02360367,0.028862007,0.020670926,-0.10504655,0.063796304,-0.007183638,0.016948681,0.04237336,0.16122031,0.21799609,0.037293244,-0.046507817,0.018423162,-0.036770508,-0.041682977,0.19919723,0.20709655,0.087952435,0.16497542,0.076801,0.075085714,0.13010865,-0.10153432,0.14924459,0.017560577,0.08845694,0.09991035,0.19888371,0.3007457,0.08840982,0.17929621,0.101104826,0.17455658,0.10250914,0.2083342,0.11313884,-0.012582306,0.09479774,0.042352162,0.092348576,0.27727082,0.09580481,-0.005446762,0.42415485,0.09249466,0.099167846,0.1148584,0.08330262,-0.0680438,0.14240743,0.20154564,0.06707544,0.15671402,0.060329676,0.05731398,0.24156976,0.016989054,0.05997757,0.038511302,-0.0062419814,0.1377856,0.07149208,0.11171216,0.20562664,0.19281802,-0.053444922,0.08722277,0.033779465,0.16627446,0.05352443,0.20561445,0.33605218,0.055369575,0.16806157,0.054289762,0.07726367,-0.018805094,-0.056430716,0.10031981,0.121934995,0.21128133,0.14962591,0.09260751,0.16971305,-0.024565864,0.09103379,0.2515648,0.16862486,0.07706915,0.0054655373,0.24842767,0.13659823,0.1421328,0.119038954,0.15225369,0.24000715,0.22705154,0.12605873,-0.026935048,-0.016853401,0.21491809,0.040389046,0.12630013,0.11120301,0.061576754,0.24164201,0.16825199
4,0.1636904,0.2006549,0.14124551,0.18643261,1.0,0.22972108,0.16792612,0.28675154,0.27424508,0.19762468,0.18863723,0.16161962,0.13919944,0.5504678,0.23945223,0.1465987,0.26585338,0.13879868,0.27737728,0.20163353,0.1331779,0.1681125,0.28197145,0.101362854,0.08211213,0.25070927,0.24655387,0.30301282,0.121303335,0.20620224,0.12435511,0.23857868,0.15285835,0.09615827,0.12358203,0.14176059,0.30532688,0.2643966,0.114458114,0.21293706,0.15516946,0.07614537,0.14754981,0.10763139,0.20536524,0.11596444,0.14419717,0.2588302,0.1229887,0.17452449,0.24590042,0.15125348,0.23697698,0.1632438,0.16317174,0.18314224,0.16712451,0.08319087,0.0006659636,0.0020806002,0.021737246,0.2631972,0.20772827,0.116623886,0.11922559,0.31049728,0.22741403,0.20098889,0.22549722,0.19758151,0.2377952,0.11684608,0.120911784,0.0756356,0.10625248,0.01900668,0.28380293,0.19101474,0.09683945,0.18004361,0.15238304,0.061664496,0.15520318,0.07731644,0.23501772,0.17113242,0.21063519,0.2655316,0.1312823,0.21765251,0.19251278,0.16137652,0.16342705,0.161803,0.19476949,0.492092,0.25387144,0.17843185,0.1913557,0.21257022,0.15664563,0.26749396,0.2566105,0.09744535,0.3056644,0.15278904,0.18701473,0.21581036,0.25317922,0.12437312,0.14680067,0.2701276,0.30720186,0.19820881,0.18080851,0.039093852,0.08361307,0.18819237,0.2435267,0.0643668,-0.0010515861,0.20059384,0.27352065,0.12521014,0.2053493,0.2469104,0.17175694,0.2511615,0.1522732,0.23517331,0.2989408,0.25043327,0.20322156,0.18892595,0.2050615,0.24661143,0.16246326,0.17195898,0.08987501,0.0730348,0.033699494,0.34797186,0.3924083,0.4334895,0.515631,0.15893094,0.120103896,0.2642154,0.18258622,0.20007217,0.1468929,0.11196656,0.24362028,0.24190575,0.06747773,0.16937044,0.12302185,0.05266349,0.21739194,0.08247455,0.1673528,0.23539418,0.20349398,0.20570457,0.25999212,0.26302934,0.28354597,0.2397623
5,0.15174997,0.26720467,0.31158954,0.21651,0.22972108,0.99999964,0.47374442,0.24178103,0.15129545,0.13719627,0.091419354,0.44250542,0.13309722,0.20747784,0.1990379,0.2306065,0.25320667,0.13009822,0.23642477,0.17684469,0.15028632,0.24665086,0.15788975,-0.022548972,-0.03307521,0.104261145,0.08938438,0.026354855,-0.03606695,0.3510374,0.0021448806,0.10264775,-0.0019040378,0.16115123,-0.0036422806,-0.010223556,0.15183847,0.08822329,0.023272522,0.09549793,-0.006837778,-0.0034222398,0.1670853,0.120137796,0.084734514,-0.0035706293,0.029165499,0.06466707,0.017406385,0.061244454,0.02712164,0.030722195,0.00094497204,0.018575072,0.104074456,-0.03721831,0.066104546,-0.04597142,-0.038897175,-0.0021441616,0.09233411,0.181501,0.13609293,-0.02795823,-0.028076168,-0.038951743,-0.01086968,0.058880474,-0.022112153,-0.013768448,0.18977916,0.10513872,0.035363384,0.040825732,0.06515649,0.14596602,0.1996184,0.13438931,0.070989266,0.15231347,0.050378732,0.09507056,0.023973675,0.057777394,0.16751465,0.18703227,0.11052339,0.097331956,0.1787458,0.13171273,0.16677915,0.22689024,0.095745906,0.23334879,0.092060596,0.20339116,0.15106082,0.09864176,0.08253476,0.19163674,0.10459724,0.26292995,0.16600238,0.10228905,0.293407,0.123053186,0.2000964,0.17677909,0.12987882,0.07633067,0.116216525,0.25141397,0.11236967,0.12459512,0.048782896,0.102869466,-0.011874039,0.032335307,0.106957406,0.15246841,0.10615802,0.25016034,0.15475382,0.08569621,0.17512916,0.19997454,0.107185125,0.20406029,0.09031401,0.12104565,0.15593633,0.1862686,0.11411072,0.14124948,0.17437963,0.17269671,0.38455266,0.11729127,0.07645283,0.061045613,0.18280147,0.17448768,0.40252358,0.044024967,0.19017002,0.108569376,0.22386645,0.2643703,0.27072376,0.33682865,0.15313768,0.17436306,0.27228695,0.29248148,0.47609633,0.24111572,0.28294384,0.2886123,0.25967616,0.072121136,0.16100267,0.30810052,-0.054109327,0.03942286,0.29089954,0.2633169,0.40741754,0.42689428
6,0.118665114,0.21550119,0.3674292,0.14641131,0.16792612,0.47374442,0.9999999,0.39658982,0.14569978,0.17442438,0.030898605,0.36644953,0.10591909,0.19280827,0.24189942,0.19207668,0.27656558,0.2604854,0.35524958,0.21920153,0.06935513,0.12032244,0.14695959,0.08719006,-0.008328438,0.14133856,0.1610307,0.030349813,0.050972324,0.12390631,0.041193895,0.22219816,0.046322055,0.072005734,-0.016094463,0.06670861,0.24930494,0.023908563,0.0069585145,0.13265324,0.086712964,0.085762545,0.18093254,0.22560185,0.095768385,0.021982133,0.14183995,0.06017601,0.014030164,0.08418071,0.045497593,0.09135713,0.09713156,0.10902554,0.14988664,0.03574139,0.05312814,0.066267475,0.012607364,0.020817267,0.08783443,0.23291454,0.052299283,-0.049299024,-0.027803402,0.04086974,-0.014139625,0.046568222,0.083583474,-0.040910847,0.12358987,0.06816738,0.060661934,-2.7911738e-06,0.03376275,0.0034313109,0.072655626,0.054691147,0.06539008,0.26783568,0.08478741,0.10210057,0.026786156,0.025819711,0.049021255,0.08100062,0.12351166,0.1270701,0.2358366,0.113635495,0.22191069,0.1364946,0.13846393,0.09454371,0.07683565,0.19052298,0.13380398,0.14740293,0.13341221,0.18541989,0.18049105,0.2069201,0.17101963,0.12232424,0.19114888,0.1606535,0.2369158,0.07371921,0.12990026,0.074783035,0.12517387,0.09131596,0.13477904,0.05736369,0.10341384,0.12218974,0.038590934,0.13042682,0.07697119,0.006589785,0.004723724,0.14381546,0.09441526,-0.0034668436,0.043651123,0.10501671,0.039918825,0.061714903,0.044663105,0.1343123,0.11344111,0.20411593,0.10123183,0.18783566,0.1890628,0.20498717,0.24137296,0.16206133,0.12352781,0.11160757,0.1402334,0.20570374,0.2364001,0.08021888,0.19874388,0.21523097,0.17745192,0.13209575,0.30222198,0.43669742,0.05545875,0.28296536,0.21492028,0.2396273,0.25778142,0.1348081,0.07940107,0.13649905,0.3855424,0.15752126,0.24013504,0.36979672,0.004539214,0.11061578,0.37947306,0.42537102,0.41156903,0.3896069
7,0.09690033,0.17699838,0.19375505,0.09476558,0.28675154,0.24178103,0.39658982,1.0,0.31516507,0.50099576,0.09366274,0.3730548,0.0070395977,0.23551342,0.25088066,0.2526417,0.20325622,0.1437782,0.31296387,0.19349086,0.20554137,0.22176744,0.22181118,0.07157995,0.24407314,0.2855679,0.27193376,0.2167931,0.07117592,0.18843248,0.14125189,0.27877617,0.1458342,0.09674187,-0.0076614968,0.08839113,0.25322124,0.12303105,0.010182307,0.26709068,0.18476643,0.1805282,0.3506176,0.18003115,0.08799368,0.07379135,0.19207948,0.13975279,0.053813893,0.15341239,0.10968616,0.08171295,0.11735099,0.18861526,0.15374513,0.07922664,-0.011348067,0.043617886,0.0373825,0.023628427,0.053783953,0.29901594,0.0557383,0.05719449,0.08694496,0.09269813,0.08112514,0.124924555,0.20625463,0.035912182,0.07122686,0.10564475,0.13660802,0.041980337,0.0990089,0.06692663,0.16648479,0.064009994,0.19978425,0.26525095,0.13198806,0.16195548,0.081227206,0.14594617,0.09790109,-0.004506383,0.18385872,0.22079538,0.080423445,0.16362707,0.27049604,0.16997741,0.02481927,0.18614885,0.039064974,0.21150446,0.22788934,0.27915013,0.23672079,0.28173622,0.28268924,0.18414722,0.31892785,0.2470759,0.3387468,0.20751256,0.24502784,0.13288592,0.16549817,0.15473956,0.0001390595,0.24632354,0.30063963,0.1583588,0.12032218,0.20694205,0.095445365,0.1972786,0.16555703,0.070357755,0.0063318172,0.09539435,0.15579045,0.05807524,0.1433464,0.25738728,0.0281402,0.122623526,0.03462405,0.12770733,0.22316927,0.29554904,0.1305578,0.29988852,0.3273031,0.45366475,0.32567874,0.24828573,0.15566617,0.10483671,0.09674679,0.3726999,0.24336287,0.16936296,0.2868474,0.17919053,0.21059267,0.24706843,0.2746993,0.46505636,0.24565005,0.34755796,0.3336622,0.34259972,0.19933158,0.22747919,0.24665788,0.3206891,0.35335892,0.20049623,0.35691133,0.26232564,0.17223439,0.18371601,0.27336305,0.43949127,0.45422518,0.32525423
8,0.15997192,0.17033267,0.34380013,0.071039036,0.27424508,0.15129545,0.14569978,0.31516507,1.0000001,0.15745391,0.06886716,0.120318964,0.036665924,0.27146608,0.10241841,0.16264808,0.18808267,0.0106342025,0.2529174,0.059596978,0.2814752,0.34209865,0.29732785,-0.05600837,0.083658606,0.05101172,0.20784843,0.22335246,0.033856776,0.17878368,0.17422378,0.2243635,0.14227813,0.14057727,0.036383122,0.018930398,0.24791177,0.14603382,0.0002834536,0.3758651,0.10127717,0.13862243,0.24661052,0.18392617,0.13883644,0.1070773,0.30095497,0.23758051,0.061487027,0.13878515,0.20739588,0.09847383,0.15626994,0.18447244,0.123291,0.13010652,0.059152722,0.11132248,0.108685374,0.08831535,0.00022577634,0.19128565,0.15033008,0.091371804,0.20288381,0.10067983,0.0462074,0.09555334,0.21666108,0.21505004,0.12442121,0.020763155,0.11942601,0.13484526,0.06254817,-0.052896753,0.13224167,0.17097314,0.21793391,0.16042772,0.17863281,0.13279685,0.028151013,0.07125677,0.10390605,0.12835199,0.16329658,0.30859333,0.09095179,0.11308569,0.20118526,0.15391666,0.04218715,0.11666366,0.09144555,0.23092279,0.265899,0.29510605,0.1721454,0.27421817,0.18869741,0.16403283,0.3231234,0.182846,0.26289034,0.14885738,0.21801941,0.11109513,0.18456571,0.19971617,0.12343223,0.27901042,0.37287036,0.06874383,0.025533233,0.11134319,-0.017678592,0.26791382,0.27558625,0.030642265,0.021686189,0.13953497,0.16885562,0.014787308,0.1714988,0.17708279,0.16193083,0.1339289,0.14842795,0.17010334,0.16874996,0.33671057,0.1733197,0.20444879,0.32296324,0.192522,0.26969683,0.1654834,0.11320739,0.002752073,0.07410593,0.3005309,0.3538065,0.19631907,0.31048986,0.13438278,0.043882594,0.23397802,0.08955289,0.20381849,0.18791619,0.27668762,0.28400815,0.2798984,0.23935285,0.19453712,0.19768408,0.21782896,0.25875914,0.035827734,0.31117707,0.26417193,0.12224004,0.40977564,0.15605006,0.18121406,0.27749044,0.19258624
9,0.07271364,0.21218163,0.16385156,0.089329846,0.19762468,0.13719627,0.17442438,0.50099576,0.15745391,1.0000002,0.0760307,0.20052338,0.113067634,0.25750142,0.19346702,0.09019926,0.2248705,0.23059139,0.15639031,0.21723053,0.1449044,0.19591567,0.2122775,0.1763488,0.27281415,0.30083233,0.2766217,0.19120958,0.15388608,0.13071895,0.022041844,0.2579251,0.12151236,0.022563148,-0.021357363,0.11409029,0.19545025,0.092078716,0.006886866,0.1845892,0.22368246,0.18171859,0.28783143,0.11003219,0.08257595,0.08425267,0.09906861,0.04982347,0.025638096,0.20612043,0.07387947,0.019951895,0.037801933,0.11542927,0.104119524,0.086266965,-0.05525796,0.07421458,0.076396756,0.03919275,0.040923085,0.23077896,0.07576744,0.023958318,0.004319951,0.042871784,0.01457499,0.02272618,0.14491339,-0.06290844,0.07301204,0.11153899,0.21900447,0.094040655,0.02968821,0.017399931,0.062656045,0.0517488,0.10703693,0.20015821,0.05116596,0.05904509,0.0068235733,0.115858495,0.15294334,0.030619552,0.10500367,0.096257314,0.08378078,0.072096676,0.21264832,0.02741348,0.09127255,0.16345352,0.0038091233,0.13219221,0.11581071,0.2126677,0.11547299,0.16807339,0.20022336,0.051435273,0.24909826,0.18763798,0.1552227,0.13409416,0.14782703,0.046683893,0.20838746,0.1261123,0.15160549,0.16561982,0.3046171,0.18383142,0.083359,0.24511011,0.121502586,0.13605706,0.18185562,0.0647102,-0.007961925,0.04345242,0.1349406,0.07027311,0.06629291,0.17435813,0.01001731,0.05125714,0.11493491,0.09781176,0.29377493,0.22358167,0.096689224,0.18420842,0.27369133,0.34978575,0.16407615,0.21920767,0.15029386,0.06913811,0.086882815,0.25788367,0.13002801,0.1574542,0.29237217,0.048177384,0.11097686,0.09706761,0.25013766,0.40745214,0.06660733,0.16354647,0.1421322,0.13480547,0.09063646,0.18640548,0.14052328,0.25793153,0.21010546,0.20137605,0.24103147,0.14296025,0.17445195,0.20149674,0.21785891,0.35252607,0.30929166,0.183597
